"No.","Time","Source","Destination","Protocol","Length","Info"
"14772","291.022473","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14773","291.022473","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14774","291.022581","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14775","291.022807","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14776","291.022807","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14777","291.025155","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14778","291.025155","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14779","291.025155","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14780","291.025155","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14781","291.025647","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14782","291.025647","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14783","291.025943","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14784","291.025943","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14785","291.026104","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14786","291.026439","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14787","291.026439","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14788","291.026677","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14789","291.026677","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14790","291.033568","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14791","291.033568","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14792","291.033959","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14793","291.035511","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14794","291.035511","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14795","291.035511","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14796","291.035511","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14797","291.035511","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14798","291.035511","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14799","291.035511","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14800","291.035665","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14801","291.035723","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14802","291.035745","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14803","291.035745","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14804","291.036852","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14805","291.036852","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14806","291.036852","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14807","291.036948","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14808","291.037017","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14809","291.050429","192.168.43.214","112.215.183.79","QUIC","76","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14810","291.053366","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14811","291.053673","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14812","291.053673","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14813","291.054533","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14814","291.054533","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14815","291.055392","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14816","291.055737","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14817","291.062969","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14818","291.062969","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14819","291.063139","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14820","291.063139","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14821","291.063139","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14822","291.063139","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14823","291.063139","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14824","291.063139","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14825","291.063139","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14826","291.063139","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14827","291.063139","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14828","291.063139","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14829","291.063139","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14830","291.063273","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14831","291.063273","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14832","291.063273","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14833","291.063574","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14834","291.063819","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14835","291.069668","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14836","291.069668","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14837","291.069668","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14838","291.069668","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14839","291.069668","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14840","291.069668","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14841","291.069668","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14842","291.069668","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14843","291.070116","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14844","291.077648","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14845","291.077648","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14846","291.077648","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14847","291.077648","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14848","291.077648","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14849","291.077648","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14850","291.077648","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14851","291.077648","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14852","291.077648","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14853","291.077648","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14854","291.078134","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14855","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14856","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14857","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14858","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14859","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14860","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14861","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14862","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14863","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14864","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14865","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14866","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14867","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14868","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14869","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14870","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14871","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14872","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14873","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14874","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14875","291.088483","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14876","291.088995","192.168.43.214","112.215.183.79","QUIC","80","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14877","291.089258","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14878","291.103442","192.168.43.214","112.215.183.79","QUIC","76","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14879","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14880","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14881","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14882","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14883","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14884","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14885","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14886","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14887","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14888","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14889","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14890","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14891","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14892","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14893","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14894","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14895","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14896","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14897","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14898","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14899","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14900","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14901","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14902","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14903","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14904","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14905","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14906","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14907","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14908","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14909","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14910","291.109524","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14911","291.109982","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14912","291.109982","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14913","291.109982","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14914","291.109982","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14915","291.109982","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14916","291.109982","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14917","291.109982","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14918","291.109982","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14919","291.109982","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14920","291.109982","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14921","291.109982","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14922","291.109982","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14923","291.109982","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14924","291.109982","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14925","291.109982","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14926","291.109982","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14927","291.110231","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14928","291.110486","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14929","291.110697","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14930","291.111215","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14931","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14932","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14933","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14934","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14935","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14936","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14937","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14938","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14939","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14940","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14941","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14942","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14943","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14944","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14945","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14946","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14947","291.120000","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14948","291.120361","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14949","291.120596","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14950","291.133464","192.168.43.214","112.215.183.79","QUIC","76","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14951","291.133962","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14952","291.133962","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14953","291.133962","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14954","291.133962","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14955","291.133962","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14956","291.133962","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14957","291.133962","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14958","291.133962","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14959","291.133962","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14960","291.133962","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14961","291.133962","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14962","291.133962","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14963","291.133962","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14964","291.134227","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14965","291.134227","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14966","291.134227","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14967","291.134227","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14968","291.134334","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14969","291.136101","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14970","291.136101","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14971","291.136101","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14972","291.136101","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14973","291.136101","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14974","291.136101","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14975","291.136270","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14976","291.136270","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14977","291.136332","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14978","291.149454","192.168.43.214","112.215.183.79","QUIC","76","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"14979","291.154475","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14980","291.154475","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14981","291.154621","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14982","291.154621","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14983","291.154621","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14984","291.154621","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14985","291.154621","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14986","291.154621","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14987","291.154621","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14988","291.154621","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14989","291.154621","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14990","291.154621","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14991","291.154621","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14992","291.154621","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14993","291.154621","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14994","291.154760","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14995","291.154760","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14996","291.154760","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14997","291.154760","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14998","291.154760","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"14999","291.154760","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15000","291.154760","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15001","291.154760","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15002","291.154760","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15003","291.154760","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15004","291.154760","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15005","291.154760","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15006","291.154901","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15007","291.154901","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15008","291.154901","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15009","291.154901","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15010","291.154901","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15011","291.154901","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15012","291.154901","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15013","291.154901","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15014","291.154901","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15015","291.154901","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15016","291.154901","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15017","291.155046","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15018","291.155456","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"15019","291.155716","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"15020","291.155917","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"15021","291.169682","192.168.43.214","112.215.183.79","QUIC","76","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"15022","291.173318","192.168.43.214","142.251.10.189","UDP","75","56574  >  443 Len=33"
"15023","291.232588","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15024","291.246485","192.168.43.214","112.215.183.79","QUIC","76","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"15025","291.247399","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15026","291.247399","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15027","291.247518","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15028","291.247518","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15029","291.247518","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15030","291.247518","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15031","291.247518","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15032","291.247518","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15033","291.247518","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15034","291.247518","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15035","291.247518","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15036","291.247518","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15037","291.247621","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15038","291.247860","192.168.43.214","112.215.183.79","QUIC","75","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"15039","291.261429","192.168.43.214","112.215.183.79","QUIC","76","Protected Payload (KP0), DCID=bfec8af4192b28ff"
"15040","291.277471","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15041","291.277471","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15042","291.277616","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15043","291.277616","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15044","291.277616","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15045","291.277616","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15046","291.277616","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15047","291.277616","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15048","291.277616","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15049","291.277616","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15050","291.277616","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15051","291.277616","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15052","291.277738","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15053","291.277738","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15054","291.277738","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15055","291.277738","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15056","291.277738","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15057","291.277738","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15058","291.277738","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15059","291.277738","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15060","291.277738","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15061","291.277738","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15062","291.277738","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15063","291.277840","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15064","291.277840","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
"15065","291.277840","112.215.183.79","192.168.43.214","QUIC","1292","Protected Payload (KP0)"
